[9, 4, 3, 2]             2   2
[8, 3, 4, 5]             2   0
[9, 4, 3, 2]             3   0
[2, 3, 4, 5]             3   0
[3, 4, 5, 8]             2   0
[3, 4, 5, 2]             3   0
[3, 4, 8, 2]             3   0
[3, 4, 1, 2]             3   0
[3, 4, 9, 2]             3   0
[3, 4, 5, 2]             3   0
[3, 4, 6, 2]             3   0
[3, 4, 7, 2]             4   1
[2, 3, 7, 4]             4   1
[4, 3, 7, 2]             4   2
